id,title,author,image,price,category,stock,description,created_at,updated_at,sales_count
B084,Start Your Own Business,The Staff of Entrepreneur Media,https://books.google.com/books/content?id=zQxjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,85583,Business & Economics,33,"In 2017 34% of the workforce was considered part of the gig economy. This growing workforce of freelancers and side-giggers is also estimated to grow to 43% by 2020. That’s 4 million freelancers, soon",2026-04-06 16:04:27,2026-04-06 16:04:27,266
B085,Ecosystem Dynamics and Strategies for Startups Scalability,"Baporikar, Neeta",https://books.google.com/books/content?id=JNzpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,108335,Business & Economics,35,"Those who venture into the realm of ecosystem advantage will discover a complex web of relationships, interfaces, and processes designed to efficiently deliver customer value. One important factor in ",2026-04-06 16:04:27,2026-04-06 16:04:27,147
B086,The Startup Checklist,David S. Rose,https://books.google.com/books/content?id=yAuzCwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,80055,Business & Economics,16,"25 Steps to Found and Scale a High-Growth Business The Startup Checklist is the entrepreneur's essential companion. While most entrepreneurship books focus on strategy, this invaluable guide provides ",2026-04-06 16:04:27,2026-04-06 16:04:27,71
B087,Software Business,"Eriks Klotins, Krzysztof Wnuk",https://books.google.com/books/content?id=aG8WEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,93145,Business & Economics,83,"This book constitutes the refereed proceedings of the 11th International Conference on Software Business, ICSOB 2020, which was held during November 16-18, 2020. The conference was originally planned ",2026-04-06 16:04:27,2026-04-06 16:04:27,282
B088,The Dynamics of Entrepreneurial Ecosystems,"Allan O’Connor, Colin Mason, Morgan P. Miles, David Audretsch",https://books.google.com/books/content?id=K_xNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,168048,Business & Economics,69,This book aims to provide new approaches to analysing and thinking about how entrepreneurial ecosystems develop and evolve over time as well as shed light on the relatively unexplored area of entrepre,2026-04-06 16:04:27,2026-04-06 16:04:27,162
B089,Universities and the Entrepreneurial Ecosystem,"David B. Audretsch, Albert N. Link",https://books.google.com/books/content?id=XOonDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,146864,Business & Economics,38,"Entrepreneurial ecosystems have emerged as one of the most dynamic forces shaping the economic performance of individuals, companies and regions. This book brings together some of the leading scholars",2026-04-06 16:04:27,2026-04-06 16:04:27,276
B090,University Startups and Spin-Offs,Manuel Stagars,https://books.google.com/books/content?id=714nCgAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,159217,Business & Economics,98,"University Startups and Spin-Offs teaches university students, researchers, and educators the most effective strategies and tactics for launching their own startups from academic platforms with the ba",2026-04-06 16:04:27,2026-04-06 16:04:27,184
B091,The History of Entrepreneurship in Mexico,"Araceli Almaraz Alvarado, Oscar Montiel",https://books.google.com/books/content?id=BDXnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,118219,Business & Economics,58,"Entrepreneurs develop based on their surroundings. It is easy to understand US entrepreneurs, with the wealth of information available about their development, but how does working in Mexico influence",2026-04-06 16:04:27,2026-04-06 16:04:27,125
B092,Disciplined Entrepreneurship,Bill Aulet,https://books.google.com/books/content?id=NNH9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,147233,Business & Economics,73,An expanded & updated version of the award winning & bestselling one-stop entrepreneurial book used by hundreds of schools globally that has helped create or make better hundreds of thousands of entre,2026-04-06 16:04:27,2026-04-06 16:04:27,228
B093,The Smarter Startup,"Neal Cabage, Sonya Zhang",https://books.google.com/books/content?id=TcKv-yS920MC&printsec=frontcover&img=1&zoom=1&fife=w800,199492,Business & Economics,93,"Why do some startups succeed while other do not? In a maturing online market, the cost of product development has fallen as quickly as competition has risen, and building a viable product is no longer",2026-04-06 16:04:27,2026-04-06 16:04:27,64
B094,Digital Startups in Transition Economies,Agnieszka Skala,https://books.google.com/books/content?id=OWJ5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,167610,Business & Economics,51,"This book responds to the growing demand for a scientific approach to the concept of startups, which are a manifestation of the digital revolution and an innovation-driven economy. With a focus on dig",2026-04-06 16:04:27,2026-04-06 16:04:27,122
B095,Let's Startup,Mahesh Danannavar,https://books.google.com/books/content?id=6wHMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,132375,Business & Economics,19,"#Let’s STARTUP Starting Up Business & Entrepreneurship If you are a budding entrepreneur and don't know how to start, where to go, what to do, whom to ask then this book you are holding in your hand g",2026-04-06 16:04:27,2026-04-06 16:04:27,84
B096,Frontiers of Entrepreneurship Research,Unknown,https://books.google.com/books/content?id=CiTwAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,151588,Entrepreneurship,40,,2026-04-06 16:04:27,2026-04-06 16:04:27,78
B097,Don't Start Your Own Business,Chad Reinertson,https://books.google.com/books/content?id=gGfimQEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,168620,Entrepreneurship,65,"Don't Start Your Own Business is the essential guide to start your company the right way. Learn the new strategies and tools successful businesses are using. This powerful, yet simple, guide for all e",2026-04-06 16:04:27,2026-04-06 16:04:27,101
B098,International Encyclopedia of Business Management,Unknown,https://books.google.com/books/content?id=NVwmEQAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,155577,Psychology,39,"The Encyclopedia of Business Management, Four Volume Set is a comprehensive resource that covers over 200 topics across various areas of business management. Each entry is written in an accessible man",2026-04-06 16:04:27,2026-04-06 16:04:27,113
B099,Bootstrapped,James Garvin,https://books.google.com/books/content?id=r507nAEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,134708,Business & Economics,29,This book is about you! It's about giving you the motivation and the guidance you need to start your own business without having to raise millions in venture capital. It's about giving you the confide,2026-04-06 16:04:27,2026-04-06 16:04:27,50
B100,6 Secrets to Startup Success,John BRADBERRY,https://books.google.com/books/content?id=CC2D0t7E6wMC&printsec=frontcover&img=1&zoom=1&fife=w800,162349,Business & Economics,77,It takes passion to start a new business. But that same entrepreneurial enthusiasm can also lead you astray.Over six million Americans start businesses every year. That's 11 startups a minute launched,2026-04-06 16:04:27,2026-04-06 16:04:27,155
B101,Python Programming,John M. Zelle,https://books.google.com/books/content?id=aJQILlLxRmAC&printsec=frontcover&img=1&zoom=1&fife=w800,166767,Computers,61,"This book is suitable for use in a university-level first course in computing (CS1), as well as the increasingly popular course known as CS0. It is difficult for many students to master basic concepts",2026-04-06 16:04:27,2026-04-06 16:04:27,93
B102,Python,Charlie Masterson,https://books.google.com/books/content?id=TFbyAQAACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,170015,General,50,"Python Best Seller: 2 Books In 1! For a limited time only, get to own this Amazon top seller for just $24.00! Regularly priced at $30.76. Own this Best-Selling Python Computer Programming Bundle that ",2026-04-06 16:04:27,2026-04-06 16:04:27,144
B103,"Python Programming: The Ultimate Beginner's Guide to Python Language Fundamentals, a Crash Course with Step-by-Step Exercises, Tips, and T",John Russel,https://books.google.com/books/content?id=vFDfzQEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,99553,Computers,79,Unsure where to get started with coding? Worried that learning a coding language will be too hard? Or do you want to learn the easiest programming language? Learning how to start with a new coding lan,2026-04-06 16:04:27,2026-04-06 16:04:27,14
B104,Learn Python,Damon Parker,https://books.google.com/books/content?id=tQwzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,96273,Computers,31,Python programming language has rendered itself as the language of choice for coding beginners and advanced software programmers alike. This book is written to help you master the basic concepts of Py,2026-04-06 16:04:27,2026-04-06 16:04:27,26
B105,Python Programming Techniques,Lance Gifford,https://books.google.com/books/content?id=uES4AwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,81638,Computers,68,"""Python Programming Techniques"" is a book that is ideal for persons that are interested in learning about the basics of Python programming before they move on to learn more advanced techniques offered",2026-04-06 16:04:27,2026-04-06 16:04:27,107
B106,PYTHON PROGRAMMING,"Dr.M Sirish Kumar, G.Radhika, A.Basi Reddy",https://books.google.com/books/content?id=zwm7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,194127,Antiques & Collectibles,28,This book aims to provide a broad PYTHON PROGRAMMING for the importance of PYTHON PROGRAMMING is well known in various engineering fields. The book uses to explain the fundamentals of this subject. It,2026-04-06 16:04:27,2026-04-06 16:04:27,141
B107,Python Programming for Machine Learning,"Dr.A.Kalpana, Mrs.S.Sree Priya, Dr.K.Sivakami",https://books.google.com/books/content?id=itMrEQAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,173526,Computers,96,"Dr.A.Kalpana, Assistant Professor, Department of Computer Applications, Agurchand Manmull Jain College, Chennai, Tamil Nadu, India. Mrs.S.Sree Priya, Assistant Professor, Department of Computer Applic",2026-04-06 16:04:27,2026-04-06 16:04:27,172
B108,Introduction to Python Programming,"Gowrishankar S, Veena A",https://books.google.com/books/content?id=hbJ5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,143415,Computers,99,Introduction to Python Programming is written for students who are beginners in the field of computer programming. This book presents an intuitive approach to the concepts of Python Programming for st,2026-04-06 16:04:27,2026-04-06 16:04:27,263
B109,Introduction to Python Programming for Business and Social Science Applications,"Frederick Kaefer, Paul Kaefer",https://books.google.com/books/content?id=JonjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,149848,Business & Economics,39,"Would you like to gather big datasets, analyze them, and visualize the results, all in one program? If this describes you, then Introduction to Python Programming for Business and Social Science Appli",2026-04-06 16:04:27,2026-04-06 16:04:27,148
B110,Basic And Advance : Python Programming,Agya Ram Verma,https://books.google.com/books/content?id=AgmiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,158205,Computers,94,"This book will introduce you to the python programming language. It's aimed at beginning programmers, but even if you have written programs before and just want to add python to your list of languages",2026-04-06 16:04:27,2026-04-06 16:04:27,166
B111,Learn Python Programming,Jason Crash,https://books.google.com/books/content?id=1RTjxwEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,84798,General,36,"If you want a quick and practical guide to learn python, then keep reading Python is a programming language that is well-known for its simplicity and powerful features that can be used to make web and",2026-04-06 16:04:27,2026-04-06 16:04:27,55
B112,Python Programming,Daniel O'Reilly,https://books.google.com/books/content?id=fu8vzgEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,137676,Computers,46,★ 55% OFF for Bookstores! NOW at $32.95 instead of $42.95★ Would You Like to Know How to Automate Boring Stuff Quickly? Discover the Easiest Way to Learn Everything About Python and Machine Learning! ,2026-04-06 16:04:27,2026-04-06 16:04:27,289
B113,Learn Python Programming,NK Chaurasiya,https://books.google.com/books/content?id=fUXIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,105195,Computers,26,"‘Learn Python Programming’ provides basic and advanced concepts of Python. Our Python tutorial is designed for beginners and professionals. Python is a simple, general purpose, high level, and object-",2026-04-06 16:04:27,2026-04-06 16:04:27,164
B114,Coding,"Michael Clark, Michael Learn",https://books.google.com/books/content?id=Inc1zgEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,119336,General,80,"55 % discount for bookstores ! Now At $55.99 instead of $ 86,78 Includes 3 manuscripts Learn Python Programming In today's Industry, Python Programming is highly recommended for developing Websites. T",2026-04-06 16:04:27,2026-04-06 16:04:27,99
B115,Introduction to Python Programming,Open Stax,https://books.google.com/books/content?id=26200AEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,95904,Computers,25,"Introduction to Python Programming provides a comprehensive foundation in programming concepts and skills, and it is aligned to the scope of most introductory courses. A wide array of scenarios, conte",2026-04-06 16:04:27,2026-04-06 16:04:27,145
B116,Python Programming Recipes for IoT Applications,"Jivan S. Parab, Madhusudan Ganuji Lanjewar, Marlon Darius Sequeira, Gourish Naik, Arman Yusuf Shaikh",https://books.google.com/books/content?id=PxrEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,189755,Technology & Engineering,11,"The book comprehensively covers the most important applications of the internet of things (IoT) using Python programming on Raspberry pi, Micropython Py Board, and NVIDIA Jetson Board. The authors hav",2026-04-06 16:04:27,2026-04-06 16:04:27,263
B117,Mathematics and Python Programming,J.C. Bautista,https://books.google.com/books/content?id=K0B8BwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,126733,Technology & Engineering,93,"""We have developed 120 Python programs and more than 110 illustrations in a work that will be useful both to students of science of the first university science courses, as well as high school student",2026-04-06 16:04:27,2026-04-06 16:04:27,75
B118,Python Programming Guide. Exploring Computer Programming,Sheetal Thakare,https://books.google.com/books/content?id=cir4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,114943,Computers,57,"Document from the year 2020 in the subject Computer Science - Programming, , course: Python Programming, language: English, abstract: This Guide is explaining Python as it is the the perfect language ",2026-04-06 16:04:27,2026-04-06 16:04:27,148
B119,"Python Programming for Raspberry Pi, Sams Teach Yourself in 24 Hours","Richard Blum, Christine Bresnahan",https://books.google.com/books/content?id=raErCwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,199534,Technology & Engineering,94,"Python Programming for Raspberry Pi® In just 24 sessions of one hour or less, Sams Teach Yourself Python Programming for Raspberry Pi in 24 Hours teaches you Python programming on Raspberry Pi, so you",2026-04-06 16:04:27,2026-04-06 16:04:27,197
B120,Python Programming for Beginners,Joe Benton,https://books.google.com/books/content?id=uGCdzAEACAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,125727,Computers,22,"This book explains the basics of Python programming language, how it works, and what kind of programs you can create with it. Through reading this guide, you will gain an understanding of the rules of",2026-04-06 16:04:27,2026-04-06 16:04:27,128
B121,Building Models for Marketing Decisions,P. S. H. Leeflang,https://books.google.com/books/content?id=I_pPZ4FNHSYC&printsec=frontcover&img=1&zoom=1&fife=w800,131074,Business & Economics,50,"With advances in information technology and expertise in modeling, IRI introduced model-based services in the US that explain and predict essential parts of the marketplace. ACNielsen followed, and ma",2026-04-06 16:04:27,2026-04-06 16:04:27,225
B122,Digital Marketing All-In-One For Dummies,Stephanie Diamond,https://books.google.com/books/content?id=MyqdEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,112068,Business & Economics,88,"Develop and refine your comprehensive online marketing plan With more than 800 content-packed pages, Digital Marketing All-in-One For Dummies is the most comprehensive tool for marketers looking to be",2026-04-06 16:04:27,2026-04-06 16:04:27,130
B123,Internet Marketing Research: Theory and Practice,"Lee, Ook",https://books.google.com/books/content?id=8tStKrG7Vu8C&printsec=frontcover&img=1&zoom=1&fife=w800,96725,Business & Economics,86,Internet marketing has become an important issue for many businesses around the world which have any form of commercial presence on the net. It is often perceived that doing business on the Internet m,2026-04-06 16:04:27,2026-04-06 16:04:27,214
B124,Services Marketing,Rao,https://books.google.com/books/content?id=azkfIfxM2NgC&printsec=frontcover&img=1&zoom=1&fife=w800,188956,Customer services,55,,2026-04-06 16:04:27,2026-04-06 16:04:27,235
B125,Services Marketing,K. Rama Moahana Rao,https://books.google.com/books/content?id=sIJaWp8CVAMC&printsec=frontcover&img=1&zoom=1&fife=w800,186332,Services industries,78,,2026-04-06 16:04:27,2026-04-06 16:04:27,102
B126,The New Rules of Marketing and PR,David Meerman Scott,https://books.google.com/books/content?id=16hsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,151311,Business & Economics,82,"The new eighth edition of the pioneering guide to generating attention for your idea or business, jam-packed with new and updated techniques As the ways we communicate continue to evolve, keeping pace",2026-04-06 16:04:27,2026-04-06 16:04:27,33
B127,EBOOK: Principles and Practices of Marketing 10/e,JOBBER AND ELLI,https://books.google.com/books/content?id=1mmvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,167378,Business & Economics,37,EBOOK: Principles and Practices of Marketing 10/e,2026-04-06 16:04:27,2026-04-06 16:04:27,90
B128,Marketing,"Gary Armstrong, Philip Kotler",https://books.google.com/books/content?id=CmJaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,194751,Business & Economics,79,"How do we get you moving? By placing you-the customer-in the driver's seat. ""Marketing"" introduces the leading marketing thinking on how ""customer value ""is the driving force behind every marketing st",2026-04-06 16:04:27,2026-04-06 16:04:27,214
B129,Tourism Marketing,DEVASHISH. DASGUPTA,https://books.google.com/books/content?id=oXWAEjcG-FsC&printsec=frontcover&img=1&zoom=1&fife=w800,118261,Hospitality industry,34,,2026-04-06 16:04:27,2026-04-06 16:04:27,68
B130,Transformative Marketing,"V. Kumar, Philip Kotler",https://books.google.com/books/content?id=buIPEQAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,168651,Business & Economics,19,"This book gives an indispensable guide to navigating the shift in customer behavior and discovers how to rally their resources, cultivate capabilities, and forge strategies that harness cutting-edge t",2026-04-06 16:04:27,2026-04-06 16:04:27,263
B131,Principles of Marketing,"Gary Armstrong, Stewart Adam, Sara Denize, Philip Kotler",https://books.google.com/books/content?id=UKyaBQAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,104930,Business & Economics,100,"The 6th edition of Principles of Marketing makes the road to learning and teaching marketing more effective, easier and more enjoyable than ever. Today’s marketing is about creating customer value and",2026-04-06 16:04:27,2026-04-06 16:04:27,214
B132,Problems in Marketing,"Luiz Moutinho, Charles S Chien",https://books.google.com/books/content?id=E68oEEdknIwC&printsec=frontcover&img=1&zoom=1&fife=w800,127068,Business & Economics,98,"Fully revised and updated, Problems in Marketing includes over 50 new problems. This varied and challenging collection of problems has been written as a learning aid to any marketing textbook. The pro",2026-04-06 16:04:27,2026-04-06 16:04:27,275
B133,Marketing Perishable Farm Products,Arthur Barto Adams,https://books.google.com/books/content?id=GsfT8Y352_cC&printsec=frontcover&img=1&zoom=1&fife=w800,151125,Farm produce,15,,2026-04-06 16:04:27,2026-04-06 16:04:27,151
B134,Marketing,Edmund Brown,https://books.google.com/books/content?id=QSNXGIrxxKwC&printsec=frontcover&img=1&zoom=1&fife=w800,111063,Marketing,34,,2026-04-06 16:04:27,2026-04-06 16:04:27,134
B135,Local Cooperative Livestock Marketing Associations in Iowa Since 1920,Dennis Alfred FitzGerald,https://books.google.com/books/content?id=thonAQAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,130419,Agricultural experiment stations,100,,2026-04-06 16:04:27,2026-04-06 16:04:27,228
B136,Marketing Campaign Development,Mike Gospe,https://books.google.com/books/content?id=xFlXcScu-V8C&printsec=frontcover&img=1&zoom=1&fife=w800,119109,Business & Economics,77,"This book is a practical, pragmatic ""how to"" book designed for hi-tech marketing operations, regional, and corporate marketing leaders at every level. This unique book takes you step-by-step through t",2026-04-06 16:04:27,2026-04-06 16:04:27,102
B137,Production and Marketing of Egyptian Cotton,American Commission to Investigate and Study Agricultural Credit and Cooperation,https://books.google.com/books/content?id=IATRO_nJ8dkC&printsec=frontcover&img=1&zoom=1&fife=w800,180724,Cotton growing and manufacture,81,,2026-04-06 16:04:27,2026-04-06 16:04:27,161
B138,Studies in the Marketing of Farm Products,Louis Dwight Harvell Weld,https://books.google.com/books/content?id=ZrEEAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,184116,Agriculture,51,,2026-04-06 16:04:27,2026-04-06 16:04:27,22
B139,Marketing,Juan M. Martínez Sánchez,https://books.google.com/books/content?id=YtPnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&fife=w800,86091,Business & Economics,39,Este libro es parte de lacolección e-Libro en BiblioBoard.,2026-04-06 16:04:27,2026-04-06 16:04:27,27
B140,Marketing Live Stock,"American institute of agriculture, Chicago",https://books.google.com/books/content?id=3a0bAQAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,185395,Domestic animals,100,,2026-04-06 16:04:27,2026-04-06 16:04:27,124
B141,Exploring Psychology,David G. Myers,https://books.google.com/books/content?id=3mJ4p9wYfR8C&printsec=frontcover&img=1&zoom=1&fife=w800,127969,Psychology,25,"David Myers's bestselling brief text has opened millions of students' eyes to the world of psychology. Through vivid writing and integrated use of the SQ3R learning system (Survey, Question, Read, Reh",2026-04-06 16:04:27,2026-04-06 16:04:27,208
B142,"Handbook of Adolescent Psychology, Volume 1","Richard M. Lerner, Laurence Steinberg",https://books.google.com/books/content?id=HtdwZDroKxQC&printsec=frontcover&img=1&zoom=1&fife=w800,182554,Psychology,22,"The study of and interest in adolescence in the field of psychology and related fields continues to grow, necessitating an expanded revision of this seminal work. This multidisciplinary handbook, edit",2026-04-06 16:04:27,2026-04-06 16:04:27,199
B143,Elements of human psychology,Howard Crosby Warren,https://books.google.com/books/content?id=8ubFwaQ_48kC&printsec=frontcover&img=1&zoom=1&fife=w800,161464,General,37,,2026-04-06 16:04:27,2026-04-06 16:04:27,31
B144,A Century of Psychology,"Ray Fuller, Patricia Noonan Walsh, Patrick McGinley",https://books.google.com/books/content?id=OMZNLHgKmsoC&printsec=frontcover&img=1&zoom=1&fife=w800,187687,Psychology,66,"Includes a review of the successes & failures of psychology's first century, from top scientists and professionals worldwide.",2026-04-06 16:04:27,2026-04-06 16:04:27,57
B145,Dual-process Theories in Social Psychology,"Shelly Chaiken, Yaacov Trope",https://books.google.com/books/content?id=5X_auIBx99EC&printsec=frontcover&img=1&zoom=1&fife=w800,158210,Psychology,71,This informative volume presents the first comprehensive review of research and theory on dual-process models of social information processing. These models distinguish between qualitatively different,2026-04-06 16:04:27,2026-04-06 16:04:27,75
B146,The American Journal of Psychology,"Granville Stanley Hall, Edward Bradford Titchener, Karl M. Dallenbach, Madison Bentley, Edwin Garrigues Boring, Margaret Floy Washburn",https://books.google.com/books/content?id=-kU5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,198830,Psychology,14,,2026-04-06 16:04:27,2026-04-06 16:04:27,42
B147,The Principles of Psychology,John Bascom,https://books.google.com/books/content?id=CLUAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,167459,Psychology,99,,2026-04-06 16:04:27,2026-04-06 16:04:27,242
B148,Psychology Applied to Education,James Ward,https://books.google.com/books/content?id=vEkAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,105646,Educational psychology,17,,2026-04-06 16:04:27,2026-04-06 16:04:27,97
B149,The Principles of Psychology,William James,https://books.google.com/books/content?id=deOLTt-dD3gC&printsec=frontcover&img=1&zoom=1&fife=w800,149382,Psychology,20,,2026-04-06 16:04:27,2026-04-06 16:04:27,147
B150,An Introduction to Social Psychology,Charles Abram Ellwood,https://books.google.com/books/content?id=qSpWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,132394,Social psychology,40,,2026-04-06 16:04:27,2026-04-06 16:04:27,64
B151,The Groundwork of Psychology,George Frederick Stout,https://books.google.com/books/content?id=7F8wAQAAMAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,145631,Psychology,33,,2026-04-06 16:04:27,2026-04-06 16:04:27,230
B152,Archives of Psychology,Robert Sessions Woodworth,https://books.google.com/books/content?id=xylf39MZ4y4C&printsec=frontcover&img=1&zoom=1&fife=w800,149989,Psychology,20,,2026-04-06 16:04:27,2026-04-06 16:04:27,71
B153,A Study in the Psychology of Ritualism,Frederick Goodrich Henke,https://books.google.com/books/content?id=fh52A_Mx6BwC&printsec=frontcover&img=1&zoom=1&fife=w800,99559,Rites and ceremonies,81,,2026-04-06 16:04:27,2026-04-06 16:04:27,288
B154,Comparative Psychology Monographs,Unknown,https://books.google.com/books/content?id=NAARAQAAIAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,192766,"Psychology, Comparative",31,,2026-04-06 16:04:27,2026-04-06 16:04:27,120
B155,University of Iowa Studies in Psychology,State University of Iowa,https://books.google.com/books/content?id=aIUvAAAAIAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,181829,Psychology,54,,2026-04-06 16:04:27,2026-04-06 16:04:27,62
B156,The Psychology of Advertising,Walter Dill Scott,https://books.google.com/books/content?id=j-0pAAAAYAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,199831,Advertising,12,,2026-04-06 16:04:27,2026-04-06 16:04:27,117
B157,Industrial Psychology Monthly,Donald Anderson Laird,https://books.google.com/books/content?id=EDWYUNn2sAgC&printsec=frontcover&img=1&zoom=1&fife=w800,155384,Personnel management,44,,2026-04-06 16:04:27,2026-04-06 16:04:27,67
B158,The Psychology of the Filipino,Norberto Romuáldez,https://books.google.com/books/content?id=wE4KAQAAIAAJ&printsec=frontcover&img=1&zoom=1&fife=w800,122180,Music,72,,2026-04-06 16:04:27,2026-04-06 16:04:27,234
B159,Plato's Psychology in Its Bearing on the Development of Will,Mary Hay Wood,https://books.google.com/books/content?id=Ab7Feawp5K0C&printsec=frontcover&img=1&zoom=1&fife=w800,169380,Psychology,46,,2026-04-06 16:04:27,2026-04-06 16:04:27,182
B160,The Psychology of Christian Life and Behaviour,William Straton Bruce,https://books.google.com/books/content?id=Jv4FBu71TdsC&printsec=frontcover&img=1&zoom=1&fife=w800,187861,"Psychology, Religious",76,,2026-04-06 16:04:27,2026-04-06 16:04:27,179
B161,A Concise History of Greece,Richard Clogg,https://books.google.com/books/content?id=H5pyUIY4THYC&printsec=frontcover&img=1&zoom=1&fife=w800,130995,History,16,"This book provides a concise, illustrated introduction to the history of modern Greece, with a new final chapter about Greek history and politics to the present day. 56 illustrations. 10 maps.",2026-04-06 16:04:27,2026-04-06 16:04:27,296
B162,"The Early History of the Independent Church at Rothwell, Alias Rowell, in Northamptonshire, from the 3rd Year of the Protectorate to the Death of Queen Anne",Norman GLASS (Pastor.),https://books.google.com/books/content?id=YZH7IpFAPU0C&printsec=frontcover&img=1&zoom=1&fife=w800,160415,General,100,,2026-04-06 16:04:27,2026-04-06 16:04:27,229
B163,"Journal of Researches Into the Natural History and Geology of the Countries Visited During the Voyage of H.M.S. Beagle Round the World, Under the Command of Capt. Fitz Roy, R.N.",Charles Darwin,https://books.google.com/books/content?id=UuERRuw9yQUC&printsec=frontcover&img=1&zoom=1&fife=w800,88165,Australia,46,,2026-04-06 16:04:27,2026-04-06 16:04:27,153
B164,A Short Social and Political History of Britain,Robert Laird Mackie,https://books.google.com/books/content?id=vrp0bEaflDQC&printsec=frontcover&img=1&zoom=1&fife=w800,101304,Great Britain,78,,2026-04-06 16:04:27,2026-04-06 16:04:27,192
B165,Lectures on the History & Objects of Co-operation,Hughes,https://books.google.com/books/content?id=ZwteuqjoD5sC&printsec=frontcover&img=1&zoom=1&fife=w800,81708,General,19,,2026-04-06 16:04:27,2026-04-06 16:04:27,20
B166,"History of the United States of America, Under the Constitution",James Schouler,https://books.google.com/books/content?id=KuwoZKE2G94C&printsec=frontcover&img=1&zoom=1&fife=w800,164899,General,71,,2026-04-06 16:04:27,2026-04-06 16:04:27,182
B167,"Old and New London: a Narrative of Its History, Its People and Its Places",George Walter Thornbury,https://books.google.com/books/content?id=Nyn-i6j3wZQC&printsec=frontcover&img=1&zoom=1&fife=w800,183863,General,84,,2026-04-06 16:04:27,2026-04-06 16:04:27,259
B168,"Manual of the Congregational Church and History of the Church and Parish in Hadlyme, Connecticut","Hadlyme Congregational Church (Hadlyme, Conn.), Clarence C. Lyon",https://books.google.com/books/content?id=AYA4IHdEnDIC&printsec=frontcover&img=1&zoom=1&fife=w800,101546,Hadlyme (Conn.),82,,2026-04-06 16:04:27,2026-04-06 16:04:27,159
B169,History and cartulary of the Greek monastery of St. Elias and St. Anastasius of Carbone,Gertrude Robinson,https://books.google.com/books/content?id=on6mD75kOskC&printsec=frontcover&img=1&zoom=1&fife=w800,197668,General,14,,2026-04-06 16:04:27,2026-04-06 16:04:27,42
